id	isolate	aliases	country	year	isolation date	disease	source	epidemiology	penner	aspA	glnA	gltA	glyA	pgm	tkt	uncA	ST	clonal complex
8317	BO0225-1082	bn_173	The Netherlands	2002		gastroenteritis	human stool	sporadic case		33	39	30	82	104	56	17	827	ST-828 complex
8318	BO0225-1113	bn_174	The Netherlands	2002		gastroenteritis	human stool	sporadic case		4	7	10	4	1	7	1	45	ST-45 complex
8319	BR0225-35	bn_175	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	21	5	37	2	1	5	206	ST-206 complex
8320	BE0225-44	bn_177	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	1	3	2	1	3	262	ST-21 complex
8321	BA0225-77	bn_178	The Netherlands	2002		gastroenteritis	human stool	sporadic case		1	4	2	2	6	3	17	61	ST-61 complex
8322	MC02240682	bn_179	The Netherlands	2002		gastroenteritis	human stool	sporadic case		4	7	10	4	42	7	1	137	ST-45 complex
8323	MC02250151	bn_180	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	21	3	2	1	5	53	ST-21 complex
8324	212292E	bn_181	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	1	3	2	1	5	21	ST-21 complex
8325	B248802	bn_182	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	4	1	2	7	1	5	48	ST-48 complex
8326	02K002646	bn_184	The Netherlands	2002		gastroenteritis	human stool	sporadic case		4	7	10	4	1	7	1	45	ST-45 complex
8327	2113428	bn_185	The Netherlands	2002		gastroenteritis	human stool	sporadic case		8	17	5	2	10	59	6	400	ST-353 complex
8328	02-B031192	bn_187	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	21	3	2	1	5	53	ST-21 complex
8329	212292E	bn_188	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	1	3	2	1	5	21	ST-21 complex
8330	0206+25052	bn_189	The Netherlands	2002		gastroenteritis	human stool	sporadic case		9	25	2	10	23	3	6	775	ST-52 complex
8331	BE0226-124	bn_193	The Netherlands	2002		gastroenteritis	human stool	sporadic case		4	7	40	4	42	7	1	334	ST-45 complex
8332	02-O077154	bn_194	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	12	3	2	1	5	50	ST-21 complex
8333	047935C	bn_196	The Netherlands	2002		gastroenteritis	human stool	sporadic case		8	2	5	62	4	5	1	584	ST-257 complex
8334	B166153	bn_197	The Netherlands	2002		gastroenteritis	human stool	sporadic case		1	3	6	4	3	3	3	22	ST-22 complex
8335	2408805	bn_201	The Netherlands	2002		gastroenteritis	human stool	sporadic case		47	55	5	10	23	120	8	978	ST-446 complex
8336	2408818	bn_202	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	12	3	2	1	5	50	ST-21 complex
8337	MC02260466	bn_204	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	21	3	2	1	5	53	ST-21 complex
8338	MC02260673	bn_205	The Netherlands	2002		gastroenteritis	human stool	sporadic case		7	17	2	15	23	3	12	51	ST-443 complex
8339	2002.1.40364.7	bn_206	The Netherlands	2002		gastroenteritis	human stool	sporadic case		8	2	5	62	4	5	1	584	ST-257 complex
8340	42905	bn_209	The Netherlands	2002		gastroenteritis	human stool	sporadic case		4	7	10	4	1	7	1	45	ST-45 complex
8341	43056	bn_211	The Netherlands	2002		gastroenteritis	human stool	sporadic case		6	4	5	2	2	1	5	122	ST-206 complex
8342	02-O078399	bn_212	The Netherlands	2002		gastroenteritis	human stool	sporadic case		9	2	4	62	4	5	6	257	ST-257 complex
8343	655453E	bn_215	The Netherlands	2002		gastroenteritis	human stool	sporadic case		47	55	5	10	23	120	8	978	ST-446 complex
8344	655840A	bn_216	The Netherlands	2002		gastroenteritis	human stool	sporadic case		9	2	4	62	4	5	6	257	ST-257 complex
8345	02K002768	bn_220	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	21	3	2	1	5	53	ST-21 complex
8346	02K002790	bn_221	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	1	3	2	226	5	1943	ST-21 complex
8347	202648U	bn_224	The Netherlands	2002		gastroenteritis	human stool	sporadic case		33	39	30	82	113	47	17	825	ST-828 complex
8348	MC02270104	bn_226	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	21	3	2	1	5	53	ST-21 complex
8349	B166217	bn_227	The Netherlands	2002		gastroenteritis	human stool	sporadic case		1	3	6	4	42	3	3	2151	ST-22 complex
8350	BO27-1128	bn_229	The Netherlands	2002		gastroenteritis	human stool	sporadic case		4	7	10	4	42	51	1	583	ST-45 complex
8351	2011546	bn_230	The Netherlands	2002		gastroenteritis	human stool	sporadic case		8	2	5	62	4	5	1	584	ST-257 complex
8352	2011663	bn_231	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	12	3	2	1	5	50	ST-21 complex
8353	048324R	bn_233	The Netherlands	2002		gastroenteritis	human stool	sporadic case		8	1	17	3	2	1	1	2808	ST-21 complex
8354	048499C	bn_234	The Netherlands	2002		gastroenteritis	human stool	sporadic case		4	7	10	4	1	7	1	45	ST-45 complex
8355	42984	bn_235	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	12	3	2	1	5	50	ST-21 complex
8356	2009163	bn_236	The Netherlands	2002		gastroenteritis	human stool	sporadic case		24	21	2	2	2	59	6	2844	ST-460 complex
8357	214879B	bn_239	The Netherlands	2002		gastroenteritis	human stool	sporadic case		1	3	6	4	3	3	3	22	ST-22 complex
8358	215379F	bn_241	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	12	3	2	1	5	50	ST-21 complex
8359	2002.1.41406.6	bn_242	The Netherlands	2002		gastroenteritis	human stool	sporadic case		3	1	5	17	11	11	6	49	ST-49 complex
8360	2002.1.41949.6	bn_243	The Netherlands	2002		gastroenteritis	human stool	sporadic case		8	17	5	2	10	59	6	400	ST-353 complex
8361	2409228	bn_246	The Netherlands	2002		gastroenteritis	human stool	sporadic case		4	7	10	4	1	7	1	45	ST-45 complex
8362	BW27-88	bn_247	The Netherlands	2002		gastroenteritis	human stool	sporadic case		7	17	2	15	23	3	12	51	ST-443 complex
8363	B250332	bn_248	The Netherlands	2002		gastroenteritis	human stool	sporadic case		4	7	41	4	42	7	1	230	ST-45 complex
8364	0207+09091	bn_249	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	21	5	3	2	1	5	46	ST-206 complex
8365	2009409	bn_252	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	1	3	2	1	5	21	ST-21 complex
8366	202722N	bn_253	The Netherlands	2002		gastroenteritis	human stool	sporadic case		1	2	3	4	5	9	3	42	ST-42 complex
8367	2012309	bn_254	The Netherlands	2002		gastroenteritis	human stool	sporadic case		4	7	10	4	1	7	1	45	ST-45 complex
8368	BO0228-1015	bn_255	The Netherlands	2002		gastroenteritis	human stool	sporadic case		1	3	6	4	3	3	3	22	ST-22 complex
8369	202672J	bn_256	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	21	3	2	1	5	53	ST-21 complex
8370	202671Q	bn_257	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	1	3	2	1	5	21	ST-21 complex
8371	2002.1.44674.9	bn_258	The Netherlands	2002		gastroenteritis	human stool	sporadic case		8	17	5	2	10	59	6	400	ST-353 complex
8372	45566	bn_261	The Netherlands	2002		gastroenteritis	human stool	sporadic case		4	7	40	4	42	51	1	267	ST-283 complex
8373	46568	bn_262	The Netherlands	2002		gastroenteritis	human stool	sporadic case		73	4	2	4	19	3	6	657	ST-658 complex
8374	MC02271043	bn_264	The Netherlands	2002		gastroenteritis	human stool	sporadic case		62	4	5	2	2	1	5	572	ST-206 complex
8375	MC02271043	bn_265	The Netherlands	2002		gastroenteritis	human stool	sporadic case		9	2	2	2	11	61	6	878	ST-354 complex
8376	MC02270839	bn_267	The Netherlands	2002		gastroenteritis	human stool	sporadic case		8	10	2	2	347	1	6	2288	ST-354 complex
8377	2409455	bn_268	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	12	3	2	1	5	50	ST-21 complex
8378	2409545	bn_270	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	12	3	2	1	5	50	ST-21 complex
8379	B185501	bn_271	The Netherlands	2002		gastroenteritis	human stool	sporadic case		8	10	2	2	89	12	6	1073	ST-354 complex
8380	658264N	bn_272	The Netherlands	2002		gastroenteritis	human stool	sporadic case		4	7	10	4	42	25	1	538	ST-45 complex
8381	657862I	bn_273	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	12	3	2	1	5	50	ST-21 complex
8382	658847Y	bn_274	The Netherlands	2002		gastroenteritis	human stool	sporadic case		7	17	2	15	11	3	12	859	ST-443 complex
8383	658262B	bn_275	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	1	3	7	1	5	104	ST-21 complex
8384	BW28-140	bn_278	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	12	3	2	1	5	50	ST-21 complex
8385	BO0229-1007	bn_279	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	4	1	2	7	1	5	48	ST-48 complex
8386	02-O081241	bn_280	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	1	3	2	1	3	262	ST-21 complex
8387	02-O082182	bn_281	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	21	3	2	1	5	53	ST-21 complex
8388	MC02280872	bn_283	The Netherlands	2002		gastroenteritis	human stool	sporadic case		8	17	5	2	10	59	6	400	ST-353 complex
8389	B166253	bn_289	The Netherlands	2002		gastroenteritis	human stool	sporadic case		43	194	2	213	19	231	148	2130	
8390	B166403	bn_291	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	21	3	2	1	5	53	ST-21 complex
8391	B166421	bn_292	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	12	3	2	1	5	50	ST-21 complex
8392	659323W	bn_294	The Netherlands	2002		gastroenteritis	human stool	sporadic case		47	4	5	10	23	120	8	875	ST-446 complex
8393	659477M	bn_296	The Netherlands	2002		gastroenteritis	human stool	sporadic case		6	4	5	2	2	1	5	122	ST-206 complex
8394	2002.1.46285.3	bn_297	The Netherlands	2002		gastroenteritis	human stool	sporadic case		7	2	6	10	78	37	1	380	
8395	216384M	bn_298	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	21	3	2	1	5	53	ST-21 complex
8396	2012971	bn_299	The Netherlands	2002		gastroenteritis	human stool	sporadic case		6	4	5	2	2	1	5	122	ST-206 complex
8397	2012954	bn_300	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	21	3	2	1	5	53	ST-21 complex
8398	2012833	bn_301	The Netherlands	2002		gastroenteritis	human stool	sporadic case		10	81	50	99	120	76	52	677	ST-677 complex
8399	2012996	bn_302	The Netherlands	2002		gastroenteritis	human stool	sporadic case		4	7	10	4	1	7	1	45	ST-45 complex
8400	47307	bn_303	The Netherlands	2002		gastroenteritis	human stool	sporadic case		48	7	10	4	1	7	1	11	ST-45 complex
8401	47313	bn_304	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	21	3	2	1	5	53	ST-21 complex
8402	47791	bn_305	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	12	3	2	1	5	50	ST-21 complex
8403	47895	bn_306	The Netherlands	2002		gastroenteritis	human stool	sporadic case		4	7	10	4	42	25	1	538	ST-45 complex
8404	214560O	bn_307	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	4	1	2	7	1	5	48	ST-48 complex
8405	0207+18093	bn_308	The Netherlands	2002		gastroenteritis	human stool	sporadic case		8	2	5	62	4	5	1	584	ST-257 complex
8406	B251586	bn_309	The Netherlands	2002		gastroenteritis	human stool	sporadic case		6	4	5	214	262	1	5	2088	
8407	BR0229-108	bn_310	The Netherlands	2002		gastroenteritis	human stool	sporadic case		4	7	10	4	42	7	1	137	ST-45 complex
8408	2009735	bn_311	The Netherlands	2002		gastroenteritis	human stool	sporadic case		9	2	4	62	4	5	6	257	ST-257 complex
8409	2009885	bn_312	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	12	3	2	1	5	50	ST-21 complex
8410	BS29-87	bn_313	The Netherlands	2002		gastroenteritis	human stool	sporadic case		62	4	5	2	2	1	5	572	ST-206 complex
8411	02-O084627	bn_314	The Netherlands	2002		gastroenteritis	human stool	sporadic case		4	7	40	4	42	7	1	334	ST-45 complex
8412	BO0230-1042	bn_315	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	12	3	2	1	5	50	ST-21 complex
8413	BM0230-20	bn_316	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	12	3	2	1	5	50	ST-21 complex
8414	B166441	bn_317	The Netherlands	2002		gastroenteritis	human stool	sporadic case		6	4	5	2	2	1	5	122	ST-206 complex
8415	B166481	bn_319	The Netherlands	2002		gastroenteritis	human stool	sporadic case		62	4	5	2	2	1	5	572	ST-206 complex
8416	BW30-82	bn_320	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	4	1	2	7	1	5	48	ST-48 complex
8417	02-O085475	bn_322	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	21	3	2	1	5	53	ST-21 complex
8418	MC02300403	bn_323	The Netherlands	2002		gastroenteritis	human stool	sporadic case		62	4	5	2	2	1	5	572	ST-206 complex
8419	B251955	bn_324	The Netherlands	2002		gastroenteritis	human stool	sporadic case		8	10	2	2	11	12	6	354	ST-354 complex
8420	B252139	bn_325	The Netherlands	2002		gastroenteritis	human stool	sporadic case		47	55	5	10	23	120	8	978	ST-446 complex
8421	B252204	bn_326	The Netherlands	2002		gastroenteritis	human stool	sporadic case		7	17	2	15	23	3	12	51	ST-443 complex
8422	216610G	bn_327	The Netherlands	2002		gastroenteritis	human stool	sporadic case		7	17	2	15	23	3	12	51	ST-443 complex
8423	2002.1.47176.5	bn_328	The Netherlands	2002		gastroenteritis	human stool	sporadic case		3	1	5	17	11	11	6	49	ST-49 complex
8424	2002.1.47429.8	bn_329	The Netherlands	2002		gastroenteritis	human stool	sporadic case		4	7	10	4	1	7	1	45	ST-45 complex
8425	049125P	bn_331	The Netherlands	2002		gastroenteritis	human stool	sporadic case		33	39	30	82	113	47	17	825	ST-828 complex
8426	049146Q	bn_333	The Netherlands	2002		gastroenteritis	human stool	sporadic case		47	4	5	10	23	120	8	875	ST-446 complex
8427	BR0230-104	bn_334	The Netherlands	2002		gastroenteritis	human stool	sporadic case		73	4	2	4	19	3	6	657	ST-658 complex
8428	2013234	bn_335	The Netherlands	2002		gastroenteritis	human stool	sporadic case		7	17	2	15	23	3	12	51	ST-443 complex
8429	2013772	bn_336	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	21	3	2	1	5	53	ST-21 complex
8430	202014J	bn_338	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	1	3	7	1	5	104	ST-21 complex
8431	48320	bn_339	The Netherlands	2002		gastroenteritis	human stool	sporadic case		8	17	5	2	10	59	6	400	ST-353 complex
8432	48502	bn_340	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	21	3	2	1	5	53	ST-21 complex
8433	48876	bn_341	The Netherlands	2002		gastroenteritis	human stool	sporadic case		6	4	5	2	2	1	5	122	ST-206 complex
8434	48907	bn_342	The Netherlands	2002		gastroenteritis	human stool	sporadic case		1	6	5	195	12	28	1	2187	ST-508 complex
8435	49508	bn_344	The Netherlands	2002		gastroenteritis	human stool	sporadic case		4	7	41	4	42	7	1	230	ST-45 complex
8436	2409623	bn_345	The Netherlands	2002		gastroenteritis	human stool	sporadic case		8	2	5	53	11	3	1	607	ST-607 complex
8437	2409867	bn_346	The Netherlands	2002		gastroenteritis	human stool	sporadic case		48	7	10	4	1	7	1	11	ST-45 complex
8438	2410140	bn_348	The Netherlands	2002		gastroenteritis	human stool	sporadic case		4	7	10	4	42	7	1	137	ST-45 complex
8439	2410191	bn_349	The Netherlands	2002		gastroenteritis	human stool	sporadic case		14	17	5	2	11	3	6	356	ST-353 complex
8440	2410236	bn_350	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	5	2	11	1	26	466	
8441	2410271	bn_351	The Netherlands	2002		gastroenteritis	human stool	sporadic case		33	39	30	79	112	43	17	2317	ST-828 complex
8442	660508V	bn_352	The Netherlands	2002		gastroenteritis	human stool	sporadic case		33	39	30	82	113	47	17	825	ST-828 complex
8443	660539N	bn_353	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	21	3	2	1	5	53	ST-21 complex
8444	BD0231-42	bn_354	The Netherlands	2002		gastroenteritis	human stool	sporadic case		9	2	2	2	11	61	6	878	ST-354 complex
8445	BO0231-1062	bn_357	The Netherlands	2002		gastroenteritis	human stool	sporadic case		4	7	10	4	1	7	1	45	ST-45 complex
8446	BW31-67	bn_358	The Netherlands	2002		gastroenteritis	human stool	sporadic case		4	7	10	4	1	7	1	45	ST-45 complex
8447	B252705	bn_362	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	1	3	2	1	5	21	ST-21 complex
8448	BO0231-1078	bn_363	The Netherlands	2002		gastroenteritis	human stool	sporadic case		7	4	6	68	93	3	46	350	
8449	MC02310190	bn_364	The Netherlands	2002		gastroenteritis	human stool	sporadic case		33	39	30	115	104	43	17	1583	ST-828 complex
8450	2410474	bn_365	The Netherlands	2002		gastroenteritis	human stool	sporadic case		6	4	5	214	262	1	5	2088	
8451	2410525	bn_366	The Netherlands	2002		gastroenteritis	human stool	sporadic case		4	7	10	4	42	7	1	137	ST-45 complex
8452	2410649	bn_367	The Netherlands	2002		gastroenteritis	human stool	sporadic case		8	17	5	2	10	59	6	400	ST-353 complex
8453	125027	bn_369	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	21	3	2	1	5	53	ST-21 complex
8454	125990	bn_370	The Netherlands	2002		gastroenteritis	human stool	sporadic case		47	55	5	10	23	120	8	978	ST-446 complex
8455	B166503	bn_371	The Netherlands	2002		gastroenteritis	human stool	sporadic case		6	4	5	2	2	1	5	122	ST-206 complex
8456	B166602	bn_372	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	21	3	2	1	5	53	ST-21 complex
8457	2002.1.48033.9	bn_373	The Netherlands	2002		gastroenteritis	human stool	sporadic case		33	39	30	82	113	47	17	825	ST-828 complex
8458	2002.1.48808.0	bn_374	The Netherlands	2002		gastroenteritis	human stool	sporadic case		4	7	40	4	42	51	1	267	ST-283 complex
8459	50485	bn_376	The Netherlands	2002		gastroenteritis	human stool	sporadic case		4	7	10	4	42	7	1	137	ST-45 complex
8460	51067	bn_377	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	12	3	11	1	5	1728	ST-21 complex
8461	51072	bn_378	The Netherlands	2002		gastroenteritis	human stool	sporadic case		7	2	5	2	10	3	6	5	ST-353 complex
8462	51244	bn_379	The Netherlands	2002		gastroenteritis	human stool	sporadic case		1	2	42	4	3	40	3	447	ST-42 complex
8463	51258	bn_380	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	21	3	2	1	5	53	ST-21 complex
8464	2116544	bn_381	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	21	3	2	1	5	53	ST-21 complex
8465	2116547	bn_382	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	12	3	2	1	5	50	ST-21 complex
8466	BH0232-75	bn_385	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	21	5	3	23	1	5	290	ST-206 complex
8467	BO0232-1003	bn_386	The Netherlands	2002		gastroenteritis	human stool	sporadic case		4	7	10	4	1	7	1	45	ST-45 complex
8468	02-B038649	bn_391	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	12	3	2	1	5	50	ST-21 complex
8469	02-B038651	bn_392	The Netherlands	2002		gastroenteritis	human stool	sporadic case		73	4	2	4	19	3	6	657	ST-658 complex
8470	BO0231-1098	bn_394	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	1	3	2	1	5	21	ST-21 complex
8471	2010420	bn_395	The Netherlands	2002		gastroenteritis	human stool	sporadic case		7	17	5	2	10	3	6	353	ST-353 complex
8472	2010552	bn_401	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	1	3	2	1	3	262	ST-21 complex
8473	2010655	bn_402	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	4	1	4	19	62	5	475	ST-48 complex
8474	0208+02086	bn_403	The Netherlands	2002		gastroenteritis	human stool	sporadic case		1	4	2	2	6	3	17	61	ST-61 complex
8475	B252953	bn_404	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	4	1	2	7	1	5	48	ST-48 complex
8476	126188	bn_405	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	12	3	2	1	5	50	ST-21 complex
8477	02K003233	bn_406	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	1	1	3	2	1	5	21	ST-21 complex
8478	02K003242	bn_407	The Netherlands	2002		gastroenteritis	human stool	sporadic case		2	4	1	4	19	62	5	475	ST-48 complex
